"Date","Price","Open","High","Low","Vol.","Change %"
"05/21/2025","737.17","749.01","755.79","735.49","1.06M","-1.55%"
"05/20/2025","748.76","745.63","748.98","741.30","777.18K","-0.05%"
"05/19/2025","749.13","739.73","750.00","737.27","977.87K","0.14%"
"05/16/2025","748.10","752.88","753.45","742.21","1.10M","-1.35%"
"05/15/2025","758.36","763.67","767.00","755.21","1.51M","-1.37%"
"05/14/2025","768.91","765.00","773.70","764.27","1.16M","0.66%"
"05/13/2025","763.90","745.26","764.87","744.54","1.82M","1.83%"
"05/12/2025","750.20","730.42","750.52","729.38","2.57M","6.23%"
"05/09/2025","706.21","709.21","710.51","703.90","884.24K","-0.26%"
"05/08/2025","708.03","711.11","716.81","705.70","1.04M","1.09%"
"05/07/2025","700.39","685.78","701.96","683.46","1.04M","3.00%"
"05/06/2025","679.99","676.31","686.36","675.50","765.14K","-0.49%"
"05/05/2025","683.36","685.00","690.42","682.73","904.00K","-1.01%"
"05/02/2025","690.33","686.32","695.00","685.60","1.22M","3.54%"
"05/01/2025","666.72","675.15","675.15","662.46","1.07M","-0.20%"
"04/30/2025","668.08","657.59","669.50","651.46","1.04M","0.30%"
"04/29/2025","666.11","665.60","673.63","663.00","1.10M","-0.99%"
"04/28/2025","672.76","672.17","674.44","661.08","1.01M","-0.67%"
"04/25/2025","677.27","666.90","681.75","664.59","1.28M","0.34%"
"04/24/2025","675.00","666.53","678.32","662.56","1.77M","2.59%"
"04/23/2025","657.98","664.24","666.49","654.79","1.85M","3.02%"
"04/22/2025","638.69","638.81","645.61","631.00","1.97M","2.24%"
"04/21/2025","624.69","632.00","633.66","614.06","1.56M","-2.42%"
"04/17/2025","640.16","644.36","647.66","636.93","1.44M","0.82%"
"04/16/2025","634.93","647.00","653.13","624.16","4.03M","-7.06%"
"04/15/2025","683.16","679.38","687.53","676.69","2.11M","1.53%"
"04/14/2025","672.87","676.44","680.03","662.73","1.57M","0.61%"
"04/11/2025","668.81","656.06","672.00","651.39","2.16M","2.97%"
"04/10/2025","649.55","656.16","661.66","627.63","2.99M","-5.49%"
"04/09/2025","687.26","618.02","692.29","606.86","3.87M","15.43%"
"04/08/2025","595.37","632.02","637.90","582.89","2.59M","-3.32%"
"04/07/2025","615.84","586.50","652.85","578.51","4.18M","1.70%"
"04/04/2025","605.55","621.95","626.38","597.69","4.02M","-2.84%"
"04/03/2025","623.22","649.53","650.97","622.82","2.88M","-6.84%"
"04/02/2025","669.01","664.39","676.39","660.83","1.12M","0.25%"
"04/01/2025","667.34","664.57","670.64","656.35","1.21M","0.71%"
"03/31/2025","662.63","660.26","665.16","652.88","1.68M","-1.77%"
"03/28/2025","674.58","685.13","687.44","672.05","1.39M","-2.32%"
"03/27/2025","690.63","698.49","702.48","689.00","1.29M","-2.14%"
"03/26/2025","705.76","715.90","719.99","702.23","1.27M","-2.89%"
"03/25/2025","726.74","732.06","735.00","725.42","1.24M","-0.15%"
"03/24/2025","727.84","728.03","731.95","726.34","1.10M","1.62%"
"03/21/2025","716.22","711.79","721.35","711.21","1.97M","-2.43%"
"03/20/2025","734.06","725.01","735.40","724.23","1.28M","-0.12%"
"03/19/2025","734.91","729.11","746.75","725.06","1.08M","0.52%"
"03/18/2025","731.11","729.90","734.19","719.99","1.01M","0.11%"
"03/17/2025","730.33","718.05","734.54","717.21","1.42M","2.29%"
"03/14/2025","714.00","707.68","720.03","705.36","1.37M","2.79%"
"03/13/2025","694.59","697.84","705.30","688.26","1.40M","-1.25%"
"03/12/2025","703.37","704.14","708.30","696.74","1.31M","1.91%"
"03/11/2025","690.21","698.82","702.00","681.26","1.62M","1.04%"
"03/10/2025","683.11","697.98","699.00","676.00","2.32M","-6.71%"
"03/07/2025","732.22","726.16","734.00","715.50","1.43M","2.43%"
"03/06/2025","714.84","718.85","731.17","711.00","1.43M","-3.37%"
"03/05/2025","739.75","731.62","740.55","719.30","1.75M","4.45%"
"03/04/2025","708.22","698.27","721.30","692.69","2.04M","1.19%"
"03/03/2025","699.86","722.04","732.35","692.48","2.28M","-1.30%"
"02/28/2025","709.08","706.82","713.50","697.51","1.77M","1.63%"
"02/27/2025","697.70","743.42","744.80","696.91","2.34M","-6.59%"
"02/26/2025","746.93","743.82","753.77","738.91","1.40M","2.29%"
"02/25/2025","730.19","732.19","738.98","726.21","1.69M","-0.78%"
"02/24/2025","735.96","746.13","750.88","734.70","1.47M","-0.17%"
"02/21/2025","737.21","744.15","745.71","733.20","1.47M","-0.79%"
"02/20/2025","743.09","751.35","755.51","740.42","1.19M","-0.23%"
"02/19/2025","744.80","743.96","752.87","741.69","1.46M","0.08%"
"02/18/2025","744.22","757.44","758.93","738.60","1.72M","-0.98%"
"02/14/2025","751.55","778.22","778.35","748.68","2.05M","-3.27%"
"02/13/2025","776.99","754.77","776.99","752.75","1.67M","2.75%"
"02/12/2025","756.17","738.35","756.79","733.56","1.08M","0.42%"
"02/11/2025","752.98","744.67","753.48","743.88","1.10M","1.20%"
"02/10/2025","744.08","736.72","745.56","735.88","986.10K","2.25%"
"02/07/2025","727.70","739.05","742.32","723.74","1.31M","-1.55%"
"02/06/2025","739.13","737.69","742.41","735.01","1.12M","-0.47%"
"02/05/2025","742.59","729.24","743.21","722.40","1.25M","1.53%"
"02/04/2025","731.41","736.90","742.69","729.28","1.50M","0.05%"
"02/03/2025","731.05","719.13","735.45","717.91","1.65M","-1.12%"
"01/31/2025","739.31","748.09","754.60","737.77","2.13M","0.31%"
"01/30/2025","736.99","740.10","745.59","730.58","2.75M","3.42%"
"01/29/2025","712.65","727.16","728.46","704.60","4.97M","4.29%"
"01/28/2025","683.35","678.80","693.45","666.60","2.81M","-0.99%"
"01/27/2025","690.15","672.79","690.60","671.94","4.95M","-5.75%"
"01/24/2025","732.25","749.36","750.00","729.30","1.51M","-1.87%"
"01/23/2025","746.24","740.01","747.75","736.00","1.75M","-2.67%"
"01/22/2025","766.71","777.75","784.82","765.89","1.70M","0.49%"
"01/21/2025","763.00","763.00","767.72","755.49","1.33M","0.88%"
"01/17/2025","756.33","767.91","769.20","751.50","1.93M","0.81%"
"01/16/2025","750.28","758.80","771.56","748.46","2.41M","3.30%"
"01/15/2025","726.30","739.46","744.47","725.19","1.86M","-1.36%"
"01/14/2025","736.29","737.54","739.52","728.06","1.02M","1.22%"
"01/13/2025","727.41","721.20","729.00","717.59","1.32M","-1.57%"
"01/10/2025","739.01","751.00","751.30","735.40","1.52M","-0.67%"
"01/08/2025","743.98","753.00","753.33","737.00","1.19M","-1.80%"
"01/07/2025","757.58","775.00","778.39","753.49","1.49M","-1.42%"
"01/06/2025","768.51","751.06","781.09","749.65","2.76M","7.58%"
"01/03/2025","714.36","703.16","717.57","702.58","1.06M","1.99%"
"01/02/2025","700.42","705.34","711.96","696.34","1.12M","1.06%"
"12/31/2024","693.08","701.39","702.98","687.43","964.97K","-0.44%"
"12/30/2024","696.15","700.00","702.81","694.47","1.20M","-2.44%"
"12/27/2024","713.59","717.49","717.50","708.59","942.32K","-0.32%"
"12/26/2024","715.86","714.21","720.50","711.11","734.80K","-0.53%"
"12/24/2024","719.71","716.39","720.20","715.00","586.83K","-0.18%"
"12/23/2024","721.04","707.09","722.05","707.08","1.23M","2.18%"
"12/20/2024","705.68","700.15","720.40","696.28","2.70M","-0.64%"
"12/19/2024","710.26","717.74","720.83","708.78","1.62M","-1.28%"
"12/18/2024","719.49","748.51","757.19","715.48","2.26M","-2.14%"
"12/17/2024","735.19","740.00","745.12","732.68","1.75M","1.77%"
"12/16/2024","722.38","720.05","731.00","713.33","1.54M","0.53%"
"12/13/2024","718.58","718.58","724.98","716.22","1.46M","0.77%"
"12/12/2024","713.10","713.34","719.88","710.63","868.71K","-0.19%"
"12/11/2024","714.43","711.89","718.00","706.49","1.22M","1.30%"
"12/10/2024","705.27","716.61","718.30","700.57","1.21M","-0.18%"
"12/09/2024","706.52","713.25","723.21","705.65","1.27M","-0.35%"
"12/06/2024","708.98","711.74","717.21","707.08","1.22M","-0.35%"
"12/05/2024","711.50","729.15","729.22","708.00","1.80M","-1.17%"
"12/04/2024","719.92","723.79","724.94","716.93","1.53M","0.26%"
"12/03/2024","718.06","702.65","721.33","700.62","1.65M","0.93%"
"12/02/2024","711.47","681.75","713.68","680.70","2.33M","3.62%"
"11/29/2024","686.61","678.86","699.65","678.54","1.71M","2.41%"
"11/27/2024","670.48","669.76","672.69","659.61","1.23M","-0.22%"
"11/26/2024","671.97","679.59","681.85","666.83","1.42M","-1.83%"
"11/25/2024","684.47","685.00","686.71","678.00","1.51M","1.72%"
"11/22/2024","672.88","667.80","674.80","666.22","1.28M","0.11%"
"11/21/2024","672.16","653.91","673.06","649.02","2.86M","2.09%"
"11/20/2024","658.43","656.53","658.48","645.45","1.68M","-0.56%"
"11/19/2024","662.16","662.82","671.41","653.47","1.64M","-0.46%"
"11/18/2024","665.23","651.07","668.86","648.00","2.01M","1.00%"
"11/15/2024","658.63","678.36","679.88","657.52","3.06M","-4.95%"
"11/14/2024","692.96","705.67","712.00","691.53","3.93M","2.90%"
"11/13/2024","673.41","664.62","673.68","656.78","2.45M","0.63%"
"11/12/2024","669.18","672.64","676.54","662.83","1.71M","-0.32%"
"11/11/2024","671.31","671.77","671.98","661.94","1.52M","0.27%"
"11/08/2024","669.47","670.00","671.24","661.89","1.73M","-1.14%"
"11/07/2024","677.21","674.11","679.84","669.81","1.76M","2.39%"
"11/06/2024","661.43","668.55","673.04","654.77","3.21M","-2.22%"
"11/05/2024","676.46","673.51","685.52","673.47","1.28M","0.79%"
"11/04/2024","671.16","676.05","678.43","670.82","1.23M","-0.53%"
"11/01/2024","674.73","678.55","682.76","673.46","1.80M","0.32%"
"10/31/2024","672.55","682.98","683.00","667.22","2.40M","-1.65%"
"10/30/2024","683.83","693.55","695.62","682.62","3.09M","-4.38%"
"10/29/2024","715.14","707.74","715.94","703.69","1.45M","0.92%"
"10/28/2024","708.65","708.39","711.50","703.99","1.18M","-0.43%"
"10/25/2024","711.70","715.99","723.25","711.23","1.38M","0.13%"
"10/24/2024","710.81","719.99","720.00","706.45","1.85M","0.31%"
"10/23/2024","708.62","714.05","716.31","700.10","1.68M","-1.70%"
"10/22/2024","720.91","723.00","724.11","717.64","2.07M","0.95%"
"10/21/2024","714.10","724.00","724.85","708.79","2.18M","-1.27%"
"10/18/2024","723.26","717.67","726.46","713.18","4.54M","3.23%"
"10/17/2024","700.60","692.64","703.88","677.12","7.21M","2.50%"
"10/16/2024","683.52","710.97","717.48","677.27","10.30M","-6.42%"
"10/15/2024","730.43","867.22","873.65","717.50","9.35M","-16.26%"
"10/14/2024","872.27","852.52","873.25","852.16","1.77M","3.76%"
"10/11/2024","840.69","829.92","845.00","828.41","964.93K","0.81%"
"10/10/2024","833.97","825.00","835.63","821.50","876.27K","-1.41%"
"10/09/2024","845.90","829.83","846.12","826.37","1.00M","2.63%"
"10/08/2024","824.26","822.50","830.83","820.07","1.27M","0.86%"
"10/07/2024","817.25","811.72","823.00","811.01","898.16K","-1.89%"
"10/04/2024","833.00","836.05","839.34","825.96","862.84K","0.07%"
"10/03/2024","832.41","825.91","837.51","823.79","651.88K","0.03%"
"10/02/2024","832.19","820.80","839.27","816.50","898.37K","1.20%"
"10/01/2024","822.35","839.68","841.27","811.90","1.24M","-1.31%"
"09/30/2024","833.25","836.55","842.16","819.70","995.07K","-0.99%"
"09/27/2024","841.54","852.45","854.15","838.20","1.04M","-1.28%"
"09/26/2024","852.44","860.33","862.00","839.70","1.57M","4.19%"
"09/25/2024","818.18","816.35","827.21","814.00","878.18K","0.51%"
"09/24/2024","814.00","809.55","816.50","801.00","881.23K","1.31%"
"09/23/2024","803.50","807.61","807.61","798.01","965.58K","1.03%"
"09/20/2024","795.28","809.56","810.19","789.66","2.75M","-3.97%"
"09/19/2024","828.16","832.67","839.65","822.22","1.64M","5.12%"
"09/18/2024","787.84","800.09","810.91","786.37","1.25M","-2.22%"
"09/17/2024","805.69","808.70","811.77","796.54","734.55K","0.33%"
"09/16/2024","803.04","808.96","809.23","792.14","1.15M","-1.63%"
"09/13/2024","816.36","804.12","818.62","803.87","1.07M","2.02%"
"09/12/2024","800.17","801.39","808.69","793.72","1.32M","0.00%"
"09/11/2024","800.14","770.03","801.60","758.73","2.56M","6.49%"
"09/10/2024","751.38","749.91","752.00","734.25","1.52M","0.21%"
"09/09/2024","749.82","764.08","764.28","738.15","2.54M","-0.39%"
"09/06/2024","752.79","792.80","792.93","750.87","3.29M","-5.38%"
"09/05/2024","795.60","795.69","808.05","790.50","1.67M","-1.96%"
"09/04/2024","811.48","805.00","822.72","799.23","2.35M","-4.01%"
"09/03/2024","845.39","892.60","892.73","841.65","1.87M","-6.47%"
"08/30/2024","903.87","900.05","906.93","888.94","991.24K","1.82%"
"08/29/2024","887.71","906.06","914.53","882.99","1.17M","-0.05%"
"08/28/2024","888.13","890.70","897.46","880.42","727.34K","-0.20%"
"08/27/2024","889.88","880.00","895.76","874.48","661.61K","0.74%"
"08/26/2024","883.31","903.54","904.64","882.45","1.25M","-2.64%"
"08/23/2024","907.26","912.91","922.13","903.13","1.40M","-0.05%"
"08/22/2024","907.71","943.00","943.99","904.59","1.09M","-3.80%"
"08/21/2024","943.61","933.72","945.05","931.67","646.46K","1.88%"
"08/20/2024","926.18","935.98","936.38","917.35","921.26K","-0.75%"
"08/19/2024","933.15","917.14","933.71","909.45","1.02M","1.58%"
"08/16/2024","918.66","916.16","922.46","913.03","804.22K","-1.03%"
"08/15/2024","928.25","900.39","930.81","896.30","1.46M","5.53%"
"08/14/2024","879.58","887.59","890.39","870.46","887.66K","1.16%"
"08/13/2024","869.49","860.80","872.67","856.32","1.53M","1.95%"
"08/12/2024","852.86","861.75","866.97","852.82","1.15M","-0.89%"
"08/09/2024","860.55","855.23","865.30","848.54","950.46K","-1.84%"
"08/08/2024","876.65","860.97","878.63","849.26","1.45M","4.82%"
"08/07/2024","836.35","877.00","878.39","834.63","1.52M","-0.79%"
"08/06/2024","843.01","840.36","860.01","835.53","2.00M","2.76%"
"08/05/2024","820.35","775.00","838.88","767.41","2.82M","1.36%"
"08/02/2024","809.35","824.20","828.59","795.89","3.62M","-8.41%"
"08/01/2024","883.71","923.04","927.76","871.81","1.81M","-5.66%"
"07/31/2024","936.70","925.52","942.24","917.04","2.41M","8.89%"
"07/30/2024","860.24","892.50","893.93","856.00","1.68M","-1.18%"
"07/29/2024","870.55","886.99","898.00","869.02","1.23M","-2.01%"
"07/26/2024","888.39","893.92","895.57","882.23","1.68M","2.99%"
"07/25/2024","862.63","873.00","886.37","850.18","2.08M","-1.16%"
"07/24/2024","872.75","918.16","919.66","870.76","1.91M","-6.44%"
"07/23/2024","932.81","935.38","940.41","929.18","1.06M","-0.90%"
"07/22/2024","941.26","928.19","942.57","922.01","1.93M","5.13%"
"07/19/2024","895.37","915.23","920.34","891.66","2.13M","-3.11%"
"07/18/2024","924.15","953.50","957.21","911.00","2.24M","-0.85%"
"07/17/2024","932.05","978.58","979.99","928.70","5.19M","-12.74%"
"07/16/2024","1,068.19","1,074.52","1,077.05","1,060.74","1.20M","0.43%"
"07/15/2024","1,063.63","1,097.44","1,098.73","1,060.37","1.37M","-1.99%"
"07/12/2024","1,085.26","1,072.76","1,100.62","1,066.30","1.05M","2.14%"
"07/11/2024","1,062.50","1,109.98","1,110.09","1,061.56","1.15M","-3.32%"
"07/10/2024","1,098.95","1,069.19","1,100.57","1,065.00","925.42K","3.68%"
"07/09/2024","1,059.97","1,079.70","1,081.52","1,059.35","926.71K","-1.62%"
"07/08/2024","1,077.39","1,083.15","1,087.79","1,075.82","882.14K","0.27%"
"07/05/2024","1,074.48","1,079.75","1,082.79","1,069.34","771.09K","0.29%"
"07/03/2024","1,071.41","1,058.39","1,074.30","1,055.41","779.82K","2.24%"
"07/02/2024","1,047.89","1,026.77","1,047.99","1,025.86","748.73K","1.39%"
"07/01/2024","1,033.49","1,035.55","1,038.11","1,015.80","790.96K","1.05%"
"06/28/2024","1,022.73","1,028.00","1,048.81","1,015.45","837.77K","-0.51%"
"06/27/2024","1,028.01","1,029.44","1,041.71","1,024.64","784.30K","1.12%"
"06/26/2024","1,016.60","1,014.00","1,023.60","1,003.90","885.12K","-0.66%"
"06/25/2024","1,023.34","1,005.16","1,023.49","1,002.64","801.09K","2.13%"
"06/24/2024","1,002.01","1,033.17","1,034.71","1,002.01","1.03M","-3.34%"
"06/21/2024","1,036.60","1,038.18","1,039.00","1,023.21","1.63M","-1.35%"
"06/20/2024","1,050.74","1,058.23","1,063.15","1,045.02","1.15M","-1.00%"
"06/18/2024","1,061.38","1,042.20","1,069.42","1,042.00","1.03M","0.85%"
"06/17/2024","1,052.47","1,044.19","1,054.38","1,032.67","844.44K","2.39%"
"06/14/2024","1,027.90","1,021.46","1,031.00","1,016.60","1.05M","-2.36%"
"06/13/2024","1,052.71","1,053.73","1,061.00","1,038.74","1.11M","-1.51%"
"06/12/2024","1,068.86","1,059.15","1,077.22","1,055.63","978.38K","3.17%"
"06/11/2024","1,036.01","1,027.49","1,038.91","1,019.69","789.54K","-0.55%"
"06/10/2024","1,041.71","1,016.14","1,046.12","1,013.92","1.04M","1.29%"
"06/07/2024","1,028.42","1,040.25","1,043.74","1,026.52","936.16K","-2.30%"
"06/06/2024","1,052.61","1,048.00","1,054.44","1,032.99","1.37M","1.08%"
"06/05/2024","1,041.34","1,019.35","1,041.56","1,008.90","2.59M","9.52%"
"06/04/2024","950.81","962.24","963.71","943.00","765.37K","-1.52%"
"06/03/2024","965.48","969.34","972.26","948.39","753.00K","0.53%"
"05/31/2024","960.35","971.81","980.00","932.92","1.04M","-0.60%"
"05/30/2024","966.12","957.00","969.15","952.80","847.04K","0.86%"
"05/29/2024","957.88","961.55","965.50","955.94","901.95K","-3.42%"
"05/28/2024","991.85","972.80","992.88","965.25","1.18M","3.73%"
"05/24/2024","956.22","938.26","958.57","933.73","685.07K","2.35%"
"05/23/2024","934.25","967.58","969.49","927.41","1.36M","1.29%"
"05/22/2024","922.33","931.21","933.50","913.49","668.65K","-0.32%"
"05/21/2024","925.27","920.94","933.58","915.34","746.43K","-1.51%"
"05/20/2024","939.44","925.78","946.72","925.78","669.31K","1.56%"
"05/17/2024","924.97","920.80","930.97","916.21","703.79K","0.59%"
"05/16/2024","919.54","936.50","938.81","918.94","811.17K","-1.91%"
"05/15/2024","937.42","918.65","937.42","910.65","883.00K","2.45%"
"05/14/2024","915.03","912.90","916.38","905.88","592.14K","-0.24%"
"05/13/2024","917.24","927.68","929.00","914.26","745.78K","-1.40%"
"05/10/2024","930.29","925.00","939.00","925.00","814.08K","1.83%"
"05/09/2024","913.54","914.70","918.17","907.38","755.99K","0.23%"
"05/08/2024","911.47","904.44","916.73","903.32","555.75K","0.36%"
"05/07/2024","908.22","924.83","926.38","907.64","655.00K","-0.95%"
"05/06/2024","916.92","909.20","918.36","905.03","641.95K","1.70%"
"05/03/2024","901.63","894.59","904.96","888.67","1.04M","3.60%"
"05/02/2024","870.28","875.00","878.00","862.35","876.82K","2.04%"
"05/01/2024","852.84","871.11","880.59","849.14","1.46M","-2.25%"
"04/30/2024","872.47","896.10","907.18","871.22","1.09M","-4.10%"
"04/29/2024","909.77","911.85","913.25","901.08","650.76K","-1.00%"
"04/26/2024","918.97","912.27","926.39","911.55","865.08K","1.82%"
"04/25/2024","902.51","875.00","911.06","871.00","1.11M","1.14%"
"04/24/2024","892.32","913.05","915.00","881.97","860.55K","-1.03%"
"04/23/2024","901.57","879.30","908.06","875.00","991.30K","3.39%"
"04/22/2024","872.05","870.00","880.00","862.46","1.14M","1.46%"
"04/19/2024","859.54","887.44","896.21","855.59","2.49M","-3.32%"
"04/18/2024","889.03","901.12","903.60","886.40","1.65M","-2.05%"
"04/17/2024","907.61","942.81","942.83","895.84","3.77M","-7.09%"
"04/16/2024","976.92","958.30","978.61","957.20","1.51M","2.31%"
"04/15/2024","954.82","985.42","988.72","951.10","1.08M","-0.73%"
"04/12/2024","961.84","969.82","972.15","956.49","1.03M","-3.06%"
"04/11/2024","992.18","981.55","992.19","963.33","964.75K","1.80%"
"04/10/2024","974.61","962.81","983.48","962.81","722.84K","-1.54%"
"04/09/2024","989.83","993.74","1,000.20","969.36","719.58K","0.72%"
"04/08/2024","982.71","989.85","996.20","980.13","928.96K","0.32%"
"04/05/2024","979.55","976.50","986.60","966.91","878.36K","2.74%"
"04/04/2024","953.41","991.99","996.80","953.39","1.27M","-2.74%"
"04/03/2024","980.27","965.88","986.47","962.09","892.09K","1.40%"
"04/02/2024","966.71","968.13","973.84","957.11","964.24K","-2.64%"
"04/01/2024","992.95","979.76","1,022.66","979.76","1.11M","2.32%"
"03/28/2024","970.47","969.55","971.87","961.65","685.86K","-0.36%"
"03/27/2024","974.01","978.78","979.20","964.07","572.35K","0.28%"
"03/26/2024","971.30","986.74","989.39","970.83","705.96K","-0.78%"
"03/25/2024","978.93","979.13","992.28","976.46","860.87K","-0.11%"
"03/22/2024","979.96","973.71","991.08","972.57","692.81K","-1.09%"
"03/21/2024","990.79","1,005.01","1,005.66","988.08","1.11M","2.05%"
"03/20/2024","970.92","956.07","974.29","946.89","838.61K","2.00%"
"03/19/2024","951.91","938.54","956.59","928.00","817.59K","1.12%"
"03/18/2024","941.34","949.36","958.21","939.75","821.45K","0.12%"
"03/15/2024","940.21","954.78","954.78","931.79","1.73M","-2.04%"
"03/14/2024","959.78","968.59","971.47","950.56","876.56K","-0.93%"
"03/13/2024","968.78","983.16","983.16","959.05","851.11K","-1.58%"
"03/12/2024","984.29","966.80","984.99","950.48","1.17M","2.25%"
"03/11/2024","962.67","979.50","981.03","957.50","1.43M","-3.18%"
"03/08/2024","994.33","1,038.88","1,040.21","993.23","1.64M","-5.07%"
"03/07/2024","1,047.39","1,015.67","1,056.34","1,014.82","1.58M","4.33%"
"03/06/2024","1,003.93","986.94","1,009.63","981.47","1.30M","3.62%"
"03/05/2024","968.84","989.71","992.04","958.69","1.26M","-2.93%"
"03/04/2024","998.04","992.60","1,007.68","987.75","1.43M","0.72%"
"03/01/2024","990.94","951.58","991.45","950.27","1.70M","4.13%"
"02/29/2024","951.68","939.50","952.45","938.42","777.56K","1.30%"
"02/28/2024","939.50","939.04","943.50","935.10","519.73K","-0.20%"
"02/27/2024","941.37","953.00","957.76","940.36","807.71K","-0.66%"
"02/26/2024","947.59","941.51","951.72","936.20","671.26K","1.54%"
"02/23/2024","933.25","952.28","954.56","932.79","879.00K","-1.95%"
"02/22/2024","951.85","946.92","959.46","941.20","1.78M","4.81%"
"02/21/2024","908.21","897.45","908.67","892.63","870.75K","-0.15%"
"02/20/2024","909.57","918.60","919.98","898.51","1.04M","-2.09%"
"02/16/2024","928.94","932.73","948.52","925.73","1.16M","-0.10%"
"02/15/2024","929.84","929.08","934.75","919.34","884.30K","0.58%"
"02/14/2024","924.44","914.78","925.75","913.40","1.21M","2.34%"
"02/13/2024","903.32","890.85","915.89","889.01","1.30M","-2.79%"
"02/12/2024","929.21","939.66","946.48","927.35","1.03M","-2.15%"
"02/09/2024","949.60","936.69","954.32","931.71","1.59M","2.89%"
"02/08/2024","922.94","917.59","927.73","910.91","1.15M","0.08%"
"02/07/2024","922.23","905.29","927.79","905.06","1.49M","1.92%"
"02/06/2024","904.89","898.80","905.76","890.85","1.41M","0.71%"
"02/05/2024","898.54","885.60","901.92","881.10","950.11K","0.88%"
"02/02/2024","890.66","879.24","893.05","879.09","896.46K","0.01%"
"02/01/2024","890.54","882.32","893.78","876.66","1.04M","2.38%"
"01/31/2024","869.82","861.22","884.00","859.46","1.25M","0.21%"
"01/30/2024","868.03","874.05","877.73","862.60","895.61K","-1.65%"
"01/29/2024","882.62","867.58","883.42","865.20","1.03M","1.71%"
"01/26/2024","867.75","863.55","873.20","853.21","1.61M","-0.15%"
"01/25/2024","869.08","869.00","883.28","862.98","3.45M","2.57%"
"01/24/2024","847.31","826.86","864.59","826.50","7.75M","8.85%"
"01/23/2024","778.39","766.05","778.67","762.54","1.80M","1.53%"
"01/22/2024","766.68","766.40","776.53","765.53","1.42M","1.17%"
"01/19/2024","757.83","748.50","759.47","744.78","1.80M","1.79%"
"01/18/2024","744.53","724.68","748.27","724.68","2.23M","4.53%"
"01/17/2024","712.27","705.95","713.17","696.08","835.09K","0.82%"
"01/16/2024","706.50","707.99","711.30","702.50","913.07K","-0.94%"
"01/12/2024","713.22","712.61","715.54","709.62","580.51K","-0.74%"
"01/11/2024","718.53","720.49","724.19","708.63","603.97K","0.10%"
"01/10/2024","717.79","716.47","720.00","708.04","506.40K","0.26%"
"01/09/2024","715.95","710.67","719.07","710.67","587.08K","-0.68%"
"01/08/2024","720.84","712.65","720.84","711.91","835.36K","2.49%"
"01/05/2024","703.34","700.76","709.78","699.60","579.26K","0.44%"
"01/04/2024","700.29","698.00","709.51","697.51","752.14K","-0.44%"
"01/03/2024","703.37","700.60","706.64","699.60","952.10K","-1.89%"
"01/02/2024","716.92","730.00","730.77","714.14","1.37M","-5.28%"
"12/29/2023","756.92","758.03","760.35","752.33","518.01K","-0.12%"
"12/28/2023","757.85","762.07","763.09","757.81","467.95K","-0.81%"
"12/27/2023","764.03","760.82","764.48","758.35","487.08K","0.18%"
"12/26/2023","762.68","750.10","765.79","750.00","509.24K","1.35%"
"12/22/2023","752.53","752.84","755.82","749.10","597.36K","-0.36%"
"12/21/2023","755.27","744.17","755.92","743.55","868.43K","3.52%"
"12/20/2023","729.61","739.60","749.86","729.61","1.01M","-2.03%"
"12/19/2023","744.72","743.00","745.08","740.53","571.11K","0.36%"
"12/18/2023","742.06","747.37","747.79","736.32","808.88K","-1.45%"
"12/15/2023","752.96","753.71","760.33","749.62","1.51M","-0.10%"
"12/14/2023","753.71","744.30","755.99","744.30","1.45M","2.51%"
"12/13/2023","735.29","724.65","738.68","720.74","1.04M","2.04%"
"12/12/2023","720.56","714.92","720.98","711.31","880.12K","1.45%"
"12/11/2023","710.24","704.72","713.49","702.60","1.58M","1.98%"
"12/08/2023","696.43","695.34","702.83","694.03","920.78K","-0.46%"
"12/07/2023","699.65","695.37","700.48","692.09","780.80K","1.09%"
"12/06/2023","692.08","699.42","703.27","691.22","657.08K","-0.35%"
"12/05/2023","694.53","690.32","697.43","687.93","609.96K","0.61%"
"12/04/2023","690.32","686.74","690.72","679.12","748.73K","-0.27%"
"12/01/2023","692.20","688.17","695.58","683.04","857.68K","1.23%"
"11/30/2023","683.76","683.11","684.33","676.38","753.78K","-0.56%"
"11/29/2023","687.61","686.51","693.11","684.66","795.48K","1.72%"
"11/28/2023","675.99","680.00","682.85","672.65","644.54K","-1.80%"
"11/27/2023","688.38","687.66","690.31","685.05","545.48K","-0.41%"
"11/24/2023","691.18","690.07","692.03","687.90","352.12K","0.93%"
"11/22/2023","684.80","689.47","694.05","683.91","523.14K","0.06%"
"11/21/2023","684.42","693.87","694.58","679.92","705.43K","-1.42%"
"11/20/2023","694.31","685.32","696.97","685.32","675.09K","1.20%"
"11/17/2023","686.09","681.06","687.59","679.20","627.69K","0.77%"
"11/16/2023","680.87","676.71","684.58","675.00","854.67K","0.42%"
"11/15/2023","678.00","680.28","682.20","675.01","918.71K","0.38%"
"11/14/2023","675.41","674.65","678.49","669.50","1.17M","3.18%"
"11/13/2023","654.60","654.14","657.75","648.27","641.15K","-1.01%"
"11/10/2023","661.28","644.46","663.22","640.79","1.25M","4.26%"
"11/09/2023","634.26","646.39","649.38","633.85","1.22M","-0.79%"
"11/08/2023","639.29","639.55","642.66","637.15","726.96K","0.47%"
"11/07/2023","636.31","633.82","641.39","633.53","529.07K","-0.18%"
"11/06/2023","637.44","636.88","638.80","631.17","651.25K","-0.77%"
